"","state","date","vaccinations"
"5331","Nebraska",2021-04-03,19164
"5332","Nebraska",2021-04-04,18286
"5333","Nebraska",2021-04-05,17756
"5334","Nebraska",2021-04-06,17050
"5335","Nebraska",2021-04-07,16376
"5336","Nebraska",2021-04-08,15705
"5337","Nebraska",2021-04-09,16564
"5338","Nebraska",2021-04-10,16555
"5339","Nebraska",2021-04-11,17269
"5340","Nebraska",2021-04-12,17297
"5341","Nebraska",2021-04-13,21399
"5342","Nebraska",2021-04-14,21850
"5343","Nebraska",2021-04-15,21711
"5344","Nebraska",2021-04-16,21205
"5345","Nebraska",2021-04-17,21177
"5346","Nebraska",2021-04-18,19616
"5347","Nebraska",2021-04-19,19255
"5348","Nebraska",2021-04-20,15904
"5349","Nebraska",2021-04-21,14141
"5350","Nebraska",2021-04-22,14602
"5351","Nebraska",2021-04-23,11920
"5352","Nebraska",2021-04-24,12737
"5353","Nebraska",2021-04-25,11152
"5354","Nebraska",2021-04-26,14357
"5355","Nebraska",2021-04-27,11933
"5356","Nebraska",2021-04-28,13147
"5357","Nebraska",2021-04-29,11726
"5358","Nebraska",2021-04-30,10487
"5359","Nebraska",2021-05-01,9691
"5360","Nebraska",2021-05-02,13339
"5361","Nebraska",2021-05-03,11791
"5362","Nebraska",2021-05-04,11790
"5363","Nebraska",2021-05-05,10154
"5364","Nebraska",2021-05-06,10229
"5365","Nebraska",2021-05-07,12017
"5366","Nebraska",2021-05-08,14145
"5367","Nebraska",2021-05-09,13880
"5368","Nebraska",2021-05-10,13310
"5369","Nebraska",2021-05-11,14919
"5370","Nebraska",2021-05-12,13893
"5371","Nebraska",2021-05-13,13195
"5372","Nebraska",2021-05-14,12517
"5373","Nebraska",2021-05-15,10355
"5374","Nebraska",2021-05-16,6918
"5375","Nebraska",2021-05-17,7656
"5376","Nebraska",2021-05-18,6717
"5377","Nebraska",2021-05-19,6720
"5378","Nebraska",2021-05-20,7266
"5379","Nebraska",2021-05-21,6150
"5380","Nebraska",2021-05-22,9313
"5381","Nebraska",2021-05-23,10361
"5382","Nebraska",2021-05-24,6790
"5383","Nebraska",2021-05-25,7234
"5384","Nebraska",2021-05-26,7225
"5385","Nebraska",2021-05-27,7278
"5386","Nebraska",2021-05-28,7288
"5387","Nebraska",2021-05-29,6317
"5388","Nebraska",2021-05-30,5259
"5389","Nebraska",2021-05-31,6020
"5390","Nebraska",2021-06-01,5668
"5391","Nebraska",2021-06-02,5848
"5392","Nebraska",2021-06-03,3983
"5393","Nebraska",2021-06-04,5321
"5394","Nebraska",2021-06-05,3110
"5395","Nebraska",2021-06-06,4042
"5396","Nebraska",2021-06-07,3287
"5397","Nebraska",2021-06-08,4433
"5398","Nebraska",2021-06-09,4851
"5399","Nebraska",2021-06-10,5744
"5400","Nebraska",2021-06-11,4380
"5401","Nevada",2021-01-13,0
"5402","Nevada",2021-01-14,7596
"5403","Nevada",2021-01-15,7340
"5404","Nevada",2021-01-16,6703
"5405","Nevada",2021-01-17,6321
"5406","Nevada",2021-01-18,6066
"5407","Nevada",2021-01-19,5884
"5408","Nevada",2021-01-20,6497
"5409","Nevada",2021-01-21,5592
"5410","Nevada",2021-01-22,6112
"5411","Nevada",2021-01-23,6938
"5412","Nevada",2021-01-24,8421
"5413","Nevada",2021-01-25,8832
"5414","Nevada",2021-01-26,8789
"5415","Nevada",2021-01-27,9605
"5416","Nevada",2021-01-28,11279
"5417","Nevada",2021-01-29,11961
"5418","Nevada",2021-01-30,12452
"5419","Nevada",2021-01-31,12696
"5420","Nevada",2021-02-01,12698
"5421","Nevada",2021-02-02,12687
"5422","Nevada",2021-02-03,15015
"5423","Nevada",2021-02-04,13808
"5424","Nevada",2021-02-05,13448
"5425","Nevada",2021-02-06,14009
"5426","Nevada",2021-02-07,13285
"5427","Nevada",2021-02-08,13990
"5428","Nevada",2021-02-09,14051
"5429","Nevada",2021-02-10,12409
"5430","Nevada",2021-02-11,12497
"5431","Nevada",2021-02-12,12836
"5432","Nevada",2021-02-13,12686
"5433","Nevada",2021-02-14,13479
"5434","Nevada",2021-02-15,12990
"5435","Nevada",2021-02-16,13610
"5436","Nevada",2021-02-17,12383
"5437","Nevada",2021-02-18,12558
"5438","Nevada",2021-02-19,18309
"5439","Nevada",2021-02-20,20669
"5440","Nevada",2021-02-21,20198
"5441","Nevada",2021-02-22,21272
"5442","Nevada",2021-02-23,21660
"5443","Nevada",2021-02-24,21973
"5444","Nevada",2021-02-25,22173
"5445","Nevada",2021-02-26,17176
"5446","Nevada",2021-02-27,15691
"5447","Nevada",2021-02-28,16555
"5448","Nevada",2021-03-01,18372
"5449","Nevada",2021-03-02,17823
"5450","Nevada",2021-03-03,18162
"5451","Nevada",2021-03-04,18282
"5452","Nevada",2021-03-05,18675
"5453","Nevada",2021-03-06,19208
"5454","Nevada",2021-03-07,20510
"5455","Nevada",2021-03-08,20110
"5456","Nevada",2021-03-09,20255
"5457","Nevada",2021-03-10,20670
"5458","Nevada",2021-03-11,22049
"5459","Nevada",2021-03-12,22496
"5460","Nevada",2021-03-13,22668
"5461","Nevada",2021-03-14,22869
"5462","Nevada",2021-03-15,22559
"5463","Nevada",2021-03-16,22167
"5464","Nevada",2021-03-17,22243
"5465","Nevada",2021-03-18,22540
"5466","Nevada",2021-03-19,22258
"5467","Nevada",2021-03-20,22502
"5468","Nevada",2021-03-21,22287
"5469","Nevada",2021-03-22,21591
"5470","Nevada",2021-03-23,21471
"5471","Nevada",2021-03-24,21650
"5472","Nevada",2021-03-25,21747
"5473","Nevada",2021-03-26,22487
"5474","Nevada",2021-03-27,22591
"5475","Nevada",2021-03-28,22522
"5476","Nevada",2021-03-29,23297
"5477","Nevada",2021-03-30,23510
"5478","Nevada",2021-03-31,23233
"5479","Nevada",2021-04-01,22811
"5480","Nevada",2021-04-02,22167
"5481","Nevada",2021-04-03,22494
"5482","Nevada",2021-04-04,22730
"5483","Nevada",2021-04-05,22059
"5484","Nevada",2021-04-06,21739
"5485","Nevada",2021-04-07,22374
"5486","Nevada",2021-04-08,23236
"5487","Nevada",2021-04-09,25293
"5488","Nevada",2021-04-10,26248
"5489","Nevada",2021-04-11,27264
"5490","Nevada",2021-04-12,28800
"5491","Nevada",2021-04-13,29280
"5492","Nevada",2021-04-14,29211
"5493","Nevada",2021-04-15,29721
"5494","Nevada",2021-04-16,28270
"5495","Nevada",2021-04-17,26822
"5496","Nevada",2021-04-18,25933
"5497","Nevada",2021-04-19,24618
"5498","Nevada",2021-04-20,24463
"5499","Nevada",2021-04-21,24262
"5500","Nevada",2021-04-22,22379
"5501","Nevada",2021-04-23,21167
"5502","Nevada",2021-04-24,19977
"5503","Nevada",2021-04-25,18864
"5504","Nevada",2021-04-26,18422
"5505","Nevada",2021-04-27,18343
"5506","Nevada",2021-04-28,17950
"5507","Nevada",2021-04-29,17921
"5508","Nevada",2021-04-30,18408
"5509","Nevada",2021-05-01,18913
"5510","Nevada",2021-05-02,18690
"5511","Nevada",2021-05-03,17639
"5512","Nevada",2021-05-04,17040
"5513","Nevada",2021-05-05,16788
"5514","Nevada",2021-05-06,17085
"5515","Nevada",2021-05-07,16619
"5516","Nevada",2021-05-08,15871
"5517","Nevada",2021-05-09,16043
"5518","Nevada",2021-05-10,17005
"5519","Nevada",2021-05-11,17983
"5520","Nevada",2021-05-12,18022
"5521","Nevada",2021-05-13,16882
"5522","Nevada",2021-05-14,15719
"5523","Nevada",2021-05-15,18255
"5524","Nevada",2021-05-16,17707
"5525","Nevada",2021-05-17,16496
"5526","Nevada",2021-05-18,16140
"5527","Nevada",2021-05-19,15866
"5528","Nevada",2021-05-20,15611
"5529","Nevada",2021-05-21,16499
"5530","Nevada",2021-05-22,14164
"5531","Nevada",2021-05-23,13432
"5532","Nevada",2021-05-24,13654
"5533","Nevada",2021-05-25,13401
"5534","Nevada",2021-05-26,13179
"5535","Nevada",2021-05-27,13039
"5536","Nevada",2021-05-28,12186
"5537","Nevada",2021-05-29,10942
"5538","Nevada",2021-05-30,10568
"5539","Nevada",2021-05-31,9868
"5540","Nevada",2021-06-01,10080
"5541","Nevada",2021-06-02,9435
"5542","Nevada",2021-06-03,8614
"5543","Nevada",2021-06-04,8134
"5544","Nevada",2021-06-05,6473
"5545","Nevada",2021-06-06,6297
"5546","Nevada",2021-06-07,8306
"5547","Nevada",2021-06-08,8206
"5548","Nevada",2021-06-09,7681
"5549","Nevada",2021-06-10,7567
"5550","Nevada",2021-06-11,7865
"5551","New Hampshire",2021-01-13,4605
"5552","New Hampshire",2021-01-14,4049
"5553","New Hampshire",2021-01-15,3968
"5554","New Hampshire",2021-01-16,3541
"5555","New Hampshire",2021-01-17,3285
"5556","New Hampshire",2021-01-18,3114
"5557","New Hampshire",2021-01-19,2992
"5558","New Hampshire",2021-01-20,2886
"5559","New Hampshire",2021-01-21,3133
"5560","New Hampshire",2021-01-22,3297
"5561","New Hampshire",2021-01-23,3577
"5562","New Hampshire",2021-01-24,3757
"5563","New Hampshire",2021-01-25,3618
"5564","New Hampshire",2021-01-26,3635
"5565","New Hampshire",2021-01-27,3952
"5566","New Hampshire",2021-01-28,4259
"5567","New Hampshire",2021-01-29,4545
"5568","New Hampshire",2021-01-30,4846
"5569","New Hampshire",2021-01-31,4996
"5570","New Hampshire",2021-02-01,5127
"5571","New Hampshire",2021-02-02,5542
"5572","New Hampshire",2021-02-03,5027
"5573","New Hampshire",2021-02-04,4948
"5574","New Hampshire",2021-02-05,5105
"5575","New Hampshire",2021-02-06,5348
"5576","New Hampshire",2021-02-07,5368
"5577","New Hampshire",2021-02-08,5155
"5578","New Hampshire",2021-02-09,4704
"5579","New Hampshire",2021-02-10,5417
"5580","New Hampshire",2021-02-11,5574
"5581","New Hampshire",2021-02-12,5424
"5582","New Hampshire",2021-02-13,5642
"5583","New Hampshire",2021-02-14,6093
"5584","New Hampshire",2021-02-15,6570
"5585","New Hampshire",2021-02-16,6846
"5586","New Hampshire",2021-02-17,6018
"5587","New Hampshire",2021-02-18,6109
"5588","New Hampshire",2021-02-19,7182
"5589","New Hampshire",2021-02-20,7089
"5590","New Hampshire",2021-02-21,7467
"5591","New Hampshire",2021-02-22,7900
"5592","New Hampshire",2021-02-23,8231
"5593","New Hampshire",2021-02-24,9131
"5594","New Hampshire",2021-02-25,9198
"5595","New Hampshire",2021-02-26,8355
"5596","New Hampshire",2021-02-27,8639
"5597","New Hampshire",2021-02-28,8685
"5598","New Hampshire",2021-03-01,8130
"5599","New Hampshire",2021-03-02,8039
"5600","New Hampshire",2021-03-03,8178
"5601","New Hampshire",2021-03-04,8368
"5602","New Hampshire",2021-03-05,8375
"5603","New Hampshire",2021-03-06,8620
"5604","New Hampshire",2021-03-07,8643
"5605","New Hampshire",2021-03-08,8668
"5606","New Hampshire",2021-03-09,9056
"5607","New Hampshire",2021-03-10,9412
"5608","New Hampshire",2021-03-11,9833
"5609","New Hampshire",2021-03-12,10400
"5610","New Hampshire",2021-03-13,11285
"5611","New Hampshire",2021-03-14,11228
"5612","New Hampshire",2021-03-15,11392
"5613","New Hampshire",2021-03-16,11078
"5614","New Hampshire",2021-03-17,10485
"5615","New Hampshire",2021-03-18,10138
"5616","New Hampshire",2021-03-19,9945
"5617","New Hampshire",2021-03-20,9188
"5618","New Hampshire",2021-03-21,9893
"5619","New Hampshire",2021-03-22,10336
"5620","New Hampshire",2021-03-23,10574
"5621","New Hampshire",2021-03-24,10876
"5622","New Hampshire",2021-03-25,10935
"5623","New Hampshire",2021-03-26,10529
"5624","New Hampshire",2021-03-27,10228
"5625","New Hampshire",2021-03-28,9785
"5626","New Hampshire",2021-03-29,9284
"5627","New Hampshire",2021-03-30,8804
"5628","New Hampshire",2021-03-31,8585
"5629","New Hampshire",2021-04-01,20212
"5630","New Hampshire",2021-04-02,20919
"5631","New Hampshire",2021-04-03,25560
"5632","New Hampshire",2021-04-04,25119
"5633","New Hampshire",2021-04-05,27730
"5634","New Hampshire",2021-04-06,27685
"5635","New Hampshire",2021-04-07,30627
"5636","New Hampshire",2021-04-08,21544
"5637","New Hampshire",2021-04-09,24005
"5638","New Hampshire",2021-04-10,22532
"5639","New Hampshire",2021-04-11,26249
"5640","New Hampshire",2021-04-12,26006
"5641","New Hampshire",2021-04-13,27959
"5642","New Hampshire",2021-04-14,25522
"5643","New Hampshire",2021-04-15,27383
"5644","New Hampshire",2021-04-16,26648
"5645","New Hampshire",2021-04-17,23707
"5646","New Hampshire",2021-04-18,20183
"5647","New Hampshire",2021-04-19,17672
"5648","New Hampshire",2021-04-20,15984
"5649","New Hampshire",2021-04-21,15137
"5650","New Hampshire",2021-04-22,9598
"5651","New Hampshire",2021-04-23,6404
"5652","New Hampshire",2021-04-24,5025
"5653","New Hampshire",2021-04-25,3993
"5654","New Hampshire",2021-04-26,3924
"5655","New Hampshire",2021-04-27,3401
"5656","New Hampshire",2021-04-28,2984
"5657","New Hampshire",2021-04-29,2997
"5658","New Hampshire",2021-04-30,3088
"5659","New Hampshire",2021-05-01,3390
"5660","New Hampshire",2021-05-02,3429
"5661","New Hampshire",2021-05-03,3424
"5662","New Hampshire",2021-05-04,3556
"5663","New Hampshire",2021-05-05,3534
"5664","New Hampshire",2021-05-06,3044
"5665","New Hampshire",2021-05-07,-47
"5666","New Hampshire",2021-05-08,-386
"5667","New Hampshire",2021-05-09,-380
"5668","New Hampshire",2021-05-10,-372
"5669","New Hampshire",2021-05-11,-678
"5670","New Hampshire",2021-05-12,-459
"5671","New Hampshire",2021-05-13,5993
"5672","New Hampshire",2021-05-14,9004
"5673","New Hampshire",2021-05-15,9027
"5674","New Hampshire",2021-05-16,8991
"5675","New Hampshire",2021-05-17,8986
"5676","New Hampshire",2021-05-18,9293
"5677","New Hampshire",2021-05-19,16521
"5678","New Hampshire",2021-05-20,10638
"5679","New Hampshire",2021-05-21,18265
"5680","New Hampshire",2021-05-22,18263
"5681","New Hampshire",2021-05-23,18302
"5682","New Hampshire",2021-05-24,18789
"5683","New Hampshire",2021-05-25,18634
"5684","New Hampshire",2021-05-26,11180
"5685","New Hampshire",2021-05-27,14279
"5686","New Hampshire",2021-05-28,7463
"5687","New Hampshire",2021-05-29,7010
"5688","New Hampshire",2021-05-30,6468
"5689","New Hampshire",2021-05-31,6648
"5690","New Hampshire",2021-06-01,7362
"5691","New Hampshire",2021-06-02,8080
"5692","New Hampshire",2021-06-03,4474
"5693","New Hampshire",2021-06-04,4072
"5694","New Hampshire",2021-06-05,4955
"5695","New Hampshire",2021-06-06,5011
"5696","New Hampshire",2021-06-07,5296
"5697","New Hampshire",2021-06-08,7358
"5698","New Hampshire",2021-06-09,6361
"5699","New Hampshire",2021-06-10,7134
"5700","New Hampshire",2021-06-11,7392
"5701","New Jersey",2021-01-13,41937
"5702","New Jersey",2021-01-14,21188
"5703","New Jersey",2021-01-15,32008
"5704","New Jersey",2021-01-16,29199
"5705","New Jersey",2021-01-17,27513
"5706","New Jersey",2021-01-18,26389
"5707","New Jersey",2021-01-19,25586
"5708","New Jersey",2021-01-20,24177
"5709","New Jersey",2021-01-21,24114
"5710","New Jersey",2021-01-22,21042
"5711","New Jersey",2021-01-23,23293
"5712","New Jersey",2021-01-24,25288
"5713","New Jersey",2021-01-25,26252
"5714","New Jersey",2021-01-26,25084
"5715","New Jersey",2021-01-27,25663
"5716","New Jersey",2021-01-28,30856
"5717","New Jersey",2021-01-29,37580
"5718","New Jersey",2021-01-30,38294
"5719","New Jersey",2021-01-31,37116
"5720","New Jersey",2021-02-01,35307
"5721","New Jersey",2021-02-02,37264
"5722","New Jersey",2021-02-03,34266
"5723","New Jersey",2021-02-04,29072
"5724","New Jersey",2021-02-05,22473
"5725","New Jersey",2021-02-06,38906
"5726","New Jersey",2021-02-07,39909
"5727","New Jersey",2021-02-08,40656
"5728","New Jersey",2021-02-09,37172
"5729","New Jersey",2021-02-10,42430
"5730","New Jersey",2021-02-11,49279
"5731","New Jersey",2021-02-12,52572
"5732","New Jersey",2021-02-13,38345
"5733","New Jersey",2021-02-14,39217
"5734","New Jersey",2021-02-15,41921
"5735","New Jersey",2021-02-16,47221
"5736","New Jersey",2021-02-17,47383
"5737","New Jersey",2021-02-18,49357
"5738","New Jersey",2021-02-19,50244
"5739","New Jersey",2021-02-20,48414
"5740","New Jersey",2021-02-21,48529
"5741","New Jersey",2021-02-22,46183
"5742","New Jersey",2021-02-23,47389
"5743","New Jersey",2021-02-24,46169
"5744","New Jersey",2021-02-25,46315
"5745","New Jersey",2021-02-26,48381
"5746","New Jersey",2021-02-27,51418
"5747","New Jersey",2021-02-28,53805
"5748","New Jersey",2021-03-01,54984
"5749","New Jersey",2021-03-02,61182
"5750","New Jersey",2021-03-03,63752
"5751","New Jersey",2021-03-04,65554
"5752","New Jersey",2021-03-05,65709
"5753","New Jersey",2021-03-06,67167
"5754","New Jersey",2021-03-07,66956
"5755","New Jersey",2021-03-08,67911
"5756","New Jersey",2021-03-09,64587
"5757","New Jersey",2021-03-10,66441
"5758","New Jersey",2021-03-11,72811
"5759","New Jersey",2021-03-12,73389
"5760","New Jersey",2021-03-13,76089
"5761","New Jersey",2021-03-14,75859
"5762","New Jersey",2021-03-15,77298
"5763","New Jersey",2021-03-16,76470
"5764","New Jersey",2021-03-17,77142
"5765","New Jersey",2021-03-18,73136
"5766","New Jersey",2021-03-19,73471
"5767","New Jersey",2021-03-20,71940
"5768","New Jersey",2021-03-21,73759
"5769","New Jersey",2021-03-22,74649
"5770","New Jersey",2021-03-23,65951
"5771","New Jersey",2021-03-24,75257
"5772","New Jersey",2021-03-25,74644
"5773","New Jersey",2021-03-26,75391
"5774","New Jersey",2021-03-27,77007
"5775","New Jersey",2021-03-28,80176
"5776","New Jersey",2021-03-29,81223
"5777","New Jersey",2021-03-30,93733
"5778","New Jersey",2021-03-31,85613
"5779","New Jersey",2021-04-01,93515
"5780","New Jersey",2021-04-02,99489
"5781","New Jersey",2021-04-03,101852
"5782","New Jersey",2021-04-04,101790
"5783","New Jersey",2021-04-05,100784
"5784","New Jersey",2021-04-06,98186
"5785","New Jersey",2021-04-07,101858
"5786","New Jersey",2021-04-08,100405
"5787","New Jersey",2021-04-09,99451
"5788","New Jersey",2021-04-10,104111
"5789","New Jersey",2021-04-11,105008
"5790","New Jersey",2021-04-12,109117
"5791","New Jersey",2021-04-13,112820
"5792","New Jersey",2021-04-14,111542
"5793","New Jersey",2021-04-15,107353
"5794","New Jersey",2021-04-16,103522
"5795","New Jersey",2021-04-17,99004
"5796","New Jersey",2021-04-18,96985
"5797","New Jersey",2021-04-19,95324
"5798","New Jersey",2021-04-20,92264
"5799","New Jersey",2021-04-21,90764
"5800","New Jersey",2021-04-22,89644
"5801","New Jersey",2021-04-23,92048
"5802","New Jersey",2021-04-24,91149
"5803","New Jersey",2021-04-25,91296
"5804","New Jersey",2021-04-26,90531
"5805","New Jersey",2021-04-27,90993
"5806","New Jersey",2021-04-28,89025
"5807","New Jersey",2021-04-29,87334
"5808","New Jersey",2021-04-30,83118
"5809","New Jersey",2021-05-01,79205
"5810","New Jersey",2021-05-02,74521
"5811","New Jersey",2021-05-03,70645
"5812","New Jersey",2021-05-04,66588
"5813","New Jersey",2021-05-05,66766
"5814","New Jersey",2021-05-06,65780
"5815","New Jersey",2021-05-07,67363
"5816","New Jersey",2021-05-08,68193
"5817","New Jersey",2021-05-09,72008
"5818","New Jersey",2021-05-10,75818
"5819","New Jersey",2021-05-11,74977
"5820","New Jersey",2021-05-12,71811
"5821","New Jersey",2021-05-13,68419
"5822","New Jersey",2021-05-14,63495
"5823","New Jersey",2021-05-15,63182
"5824","New Jersey",2021-05-16,60650
"5825","New Jersey",2021-05-17,56494
"5826","New Jersey",2021-05-18,55508
"5827","New Jersey",2021-05-19,57904
"5828","New Jersey",2021-05-20,59939
"5829","New Jersey",2021-05-21,63985
"5830","New Jersey",2021-05-22,60572
"5831","New Jersey",2021-05-23,59386
"5832","New Jersey",2021-05-24,58297
"5833","New Jersey",2021-05-25,58486
"5834","New Jersey",2021-05-26,54606
"5835","New Jersey",2021-05-27,52641
"5836","New Jersey",2021-05-28,46118
"5837","New Jersey",2021-05-29,45853
"5838","New Jersey",2021-05-30,44138
"5839","New Jersey",2021-05-31,42676
"5840","New Jersey",2021-06-01,39868
"5841","New Jersey",2021-06-02,37019
"5842","New Jersey",2021-06-03,35861
"5843","New Jersey",2021-06-04,35563
"5844","New Jersey",2021-06-05,27493
"5845","New Jersey",2021-06-06,28965
"5846","New Jersey",2021-06-07,33410
"5847","New Jersey",2021-06-08,38476
"5848","New Jersey",2021-06-09,34296
"5849","New Jersey",2021-06-10,34666
"5850","New Jersey",2021-06-11,37094
"5851","New Mexico",2021-01-13,3620
"5852","New Mexico",2021-01-14,5590
"5853","New Mexico",2021-01-15,7023
"5854","New Mexico",2021-01-16,7695
"5855","New Mexico",2021-01-17,8098
"5856","New Mexico",2021-01-18,8367
"5857","New Mexico",2021-01-19,8559
"5858","New Mexico",2021-01-20,8778
"5859","New Mexico",2021-01-21,9007
"5860","New Mexico",2021-01-22,8963
"5861","New Mexico",2021-01-23,10812
"5862","New Mexico",2021-01-24,11630
"5863","New Mexico",2021-01-25,10890
"5864","New Mexico",2021-01-26,10284
"5865","New Mexico",2021-01-27,10539
"5866","New Mexico",2021-01-28,10318
"5867","New Mexico",2021-01-29,10959
"5868","New Mexico",2021-01-30,9089
"5869","New Mexico",2021-01-31,9144
"5870","New Mexico",2021-02-01,10079
"5871","New Mexico",2021-02-02,9640
"5872","New Mexico",2021-02-03,9679
"5873","New Mexico",2021-02-04,9982
"5874","New Mexico",2021-02-05,9741
"5875","New Mexico",2021-02-06,10613
"5876","New Mexico",2021-02-07,9664
"5877","New Mexico",2021-02-08,9652
"5878","New Mexico",2021-02-09,9778
"5879","New Mexico",2021-02-10,9971
"5880","New Mexico",2021-02-11,10757
"5881","New Mexico",2021-02-12,11694
"5882","New Mexico",2021-02-13,11043
"5883","New Mexico",2021-02-14,12584
"5884","New Mexico",2021-02-15,12691
"5885","New Mexico",2021-02-16,13899
"5886","New Mexico",2021-02-17,13250
"5887","New Mexico",2021-02-18,12310
"5888","New Mexico",2021-02-19,24825
"5889","New Mexico",2021-02-20,25572
"5890","New Mexico",2021-02-21,25153
"5891","New Mexico",2021-02-22,24730
"5892","New Mexico",2021-02-23,24162
"5893","New Mexico",2021-02-24,24470
"5894","New Mexico",2021-02-25,25544
"5895","New Mexico",2021-02-26,13505
"5896","New Mexico",2021-02-27,14167
"5897","New Mexico",2021-02-28,15655
"5898","New Mexico",2021-03-01,15269
"5899","New Mexico",2021-03-02,15570
"5900","New Mexico",2021-03-03,16752
"5901","New Mexico",2021-03-04,15580
"5902","New Mexico",2021-03-05,15550
"5903","New Mexico",2021-03-06,17575
"5904","New Mexico",2021-03-07,15499
"5905","New Mexico",2021-03-08,17467
"5906","New Mexico",2021-03-09,16790
"5907","New Mexico",2021-03-10,14958
"5908","New Mexico",2021-03-11,17684
"5909","New Mexico",2021-03-12,18517
"5910","New Mexico",2021-03-13,16020
"5911","New Mexico",2021-03-14,18306
"5912","New Mexico",2021-03-15,16955
"5913","New Mexico",2021-03-16,18783
"5914","New Mexico",2021-03-17,20439
"5915","New Mexico",2021-03-18,19480
"5916","New Mexico",2021-03-19,19374
"5917","New Mexico",2021-03-20,20988
"5918","New Mexico",2021-03-21,20427
"5919","New Mexico",2021-03-22,20804
"5920","New Mexico",2021-03-23,18730
"5921","New Mexico",2021-03-24,18272
"5922","New Mexico",2021-03-25,18733
"5923","New Mexico",2021-03-26,18695
"5924","New Mexico",2021-03-27,18721
"5925","New Mexico",2021-03-28,19953
"5926","New Mexico",2021-03-29,20160
"5927","New Mexico",2021-03-30,20098
"5928","New Mexico",2021-03-31,20913
"5929","New Mexico",2021-04-01,20838
"5930","New Mexico",2021-04-02,21478
"5931","New Mexico",2021-04-03,21555
"5932","New Mexico",2021-04-04,20087
"5933","New Mexico",2021-04-05,19244
"5934","New Mexico",2021-04-06,19252
"5935","New Mexico",2021-04-07,18027
"5936","New Mexico",2021-04-08,19457
"5937","New Mexico",2021-04-09,19420
"5938","New Mexico",2021-04-10,19400
"5939","New Mexico",2021-04-11,19636
"5940","New Mexico",2021-04-12,20028
"5941","New Mexico",2021-04-13,20018
"5942","New Mexico",2021-04-14,20885
"5943","New Mexico",2021-04-15,19137
"5944","New Mexico",2021-04-16,18530
"5945","New Mexico",2021-04-17,18345
"5946","New Mexico",2021-04-18,17765
"5947","New Mexico",2021-04-19,17992
"5948","New Mexico",2021-04-20,18091
"5949","New Mexico",2021-04-21,17950
"5950","New Mexico",2021-04-22,17657
"5951","New Mexico",2021-04-23,17411
"5952","New Mexico",2021-04-24,16542
"5953","New Mexico",2021-04-25,16097
"5954","New Mexico",2021-04-26,15180
"5955","New Mexico",2021-04-27,15084
"5956","New Mexico",2021-04-28,14827
"5957","New Mexico",2021-04-29,14214
"5958","New Mexico",2021-04-30,13462
"5959","New Mexico",2021-05-01,13575
"5960","New Mexico",2021-05-02,13615
"5961","New Mexico",2021-05-03,14851
"5962","New Mexico",2021-05-04,14660
"5963","New Mexico",2021-05-05,14418
"5964","New Mexico",2021-05-06,14690
"5965","New Mexico",2021-05-07,14371
"5966","New Mexico",2021-05-08,14012
"5967","New Mexico",2021-05-09,13155
"5968","New Mexico",2021-05-10,12590
"5969","New Mexico",2021-05-11,12744
"5970","New Mexico",2021-05-12,12499
"5971","New Mexico",2021-05-13,13277
"5972","New Mexico",2021-05-14,12462
"5973","New Mexico",2021-05-15,11757
"5974","New Mexico",2021-05-16,11526
"5975","New Mexico",2021-05-17,11554
"5976","New Mexico",2021-05-18,11661
"5977","New Mexico",2021-05-19,11950
"5978","New Mexico",2021-05-20,10694
"5979","New Mexico",2021-05-21,10841
"5980","New Mexico",2021-05-22,9700
"5981","New Mexico",2021-05-23,11231
"5982","New Mexico",2021-05-24,10578
"5983","New Mexico",2021-05-25,10342
"5984","New Mexico",2021-05-26,10648
"5985","New Mexico",2021-05-27,10019
"5986","New Mexico",2021-05-28,10585
"5987","New Mexico",2021-05-29,10823
"5988","New Mexico",2021-05-30,8952
"5989","New Mexico",2021-05-31,8253
"5990","New Mexico",2021-06-01,8273
"5991","New Mexico",2021-06-02,6896
"5992","New Mexico",2021-06-03,6453
"5993","New Mexico",2021-06-04,5047
"5994","New Mexico",2021-06-05,3867
"5995","New Mexico",2021-06-06,-35113
"5996","New Mexico",2021-06-07,4613
"5997","New Mexico",2021-06-08,5188
"5998","New Mexico",2021-06-09,5062
"5999","New Mexico",2021-06-10,5230
"6000","New Mexico",2021-06-11,5174
"6001","New York State",2021-01-13,52941
"6002","New York State",2021-01-14,54522
"6003","New York State",2021-01-15,59311
"6004","New York State",2021-01-16,59662
"6005","New York State",2021-01-17,59872
"6006","New York State",2021-01-18,60012
"6007","New York State",2021-01-19,60112
"6008","New York State",2021-01-20,59145
"6009","New York State",2021-01-21,61124
"6010","New York State",2021-01-22,63790
"6011","New York State",2021-01-23,66334
"6012","New York State",2021-01-24,69502
"6013","New York State",2021-01-25,68387
"6014","New York State",2021-01-26,64808
"6015","New York State",2021-01-27,67458
"6016","New York State",2021-01-28,73438
"6017","New York State",2021-01-29,71318
"6018","New York State",2021-01-30,72774
"6019","New York State",2021-01-31,72865
"6020","New York State",2021-02-01,72765
"6021","New York State",2021-02-02,73211
"6022","New York State",2021-02-03,69210
"6023","New York State",2021-02-04,61400
"6024","New York State",2021-02-05,61298
"6025","New York State",2021-02-06,61912
"6026","New York State",2021-02-07,65915
"6027","New York State",2021-02-08,70058
"6028","New York State",2021-02-09,67892
"6029","New York State",2021-02-10,76093
"6030","New York State",2021-02-11,80062
"6031","New York State",2021-02-12,82892
"6032","New York State",2021-02-13,85146
