"","state","date","stringency_index","stringency_index_for_display","stringency_legacy_index","stringency_legacy_index_for_display","government_response_index","government_response_index_for_display","containment_health_index","containment_health_index_for_display","economic_support_index","economic_support_index_for_display"
"2313","Arizona",2020-07-15,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2314","Arizona",2020-07-16,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2315","Arizona",2020-07-17,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2316","Arizona",2020-07-18,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2317","Arizona",2020-07-19,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2318","Arizona",2020-07-20,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2319","Arizona",2020-07-21,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2320","Arizona",2020-07-22,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2321","Arizona",2020-07-23,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2322","Arizona",2020-07-24,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2323","Arizona",2020-07-25,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2324","Arizona",2020-07-26,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2325","Arizona",2020-07-27,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2326","Arizona",2020-07-28,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2327","Arizona",2020-07-29,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2328","Arizona",2020-07-30,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2329","Arizona",2020-07-31,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2330","Arizona",2020-08-01,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2331","Arizona",2020-08-02,44.44,44.44,60.71,60.71,51.3,51.3,49.7,49.7,62.5,62.5
"2332","Arizona",2020-08-03,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2333","Arizona",2020-08-04,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2334","Arizona",2020-08-05,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2335","Arizona",2020-08-06,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2336","Arizona",2020-08-07,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2337","Arizona",2020-08-08,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2338","Arizona",2020-08-09,58.33,58.33,70.24,70.24,59.11,59.11,58.63,58.63,62.5,62.5
"2339","Arizona",2020-08-10,56.48,56.48,66.67,66.67,58.07,58.07,57.44,57.44,62.5,62.5
"2340","Arizona",2020-08-11,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2341","Arizona",2020-08-12,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2342","Arizona",2020-08-13,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2343","Arizona",2020-08-14,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2344","Arizona",2020-08-15,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2345","Arizona",2020-08-16,45.37,45.37,63.81,63.81,51.82,51.82,50.3,50.3,62.5,62.5
"2346","Arizona",2020-08-17,43.52,43.52,60.24,60.24,50.78,50.78,49.11,49.11,62.5,62.5
"2347","Arizona",2020-08-18,43.52,43.52,60.24,60.24,50.78,50.78,49.11,49.11,62.5,62.5
"2348","Arizona",2020-08-19,43.52,43.52,60.24,60.24,50.78,50.78,49.11,49.11,62.5,62.5
"2349","Arizona",2020-08-20,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2350","Arizona",2020-08-21,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2351","Arizona",2020-08-22,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2352","Arizona",2020-08-23,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2353","Arizona",2020-08-24,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2354","Arizona",2020-08-25,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2355","Arizona",2020-08-26,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2356","Arizona",2020-08-27,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2357","Arizona",2020-08-28,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2358","Arizona",2020-08-29,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2359","Arizona",2020-08-30,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2360","Arizona",2020-08-31,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2361","Arizona",2020-09-01,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2362","Arizona",2020-09-02,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2363","Arizona",2020-09-03,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2364","Arizona",2020-09-04,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2365","Arizona",2020-09-05,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2366","Arizona",2020-09-06,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2367","Arizona",2020-09-07,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2368","Arizona",2020-09-08,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2369","Arizona",2020-09-09,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2370","Arizona",2020-09-10,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2371","Arizona",2020-09-11,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2372","Arizona",2020-09-12,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2373","Arizona",2020-09-13,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2374","Arizona",2020-09-14,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2375","Arizona",2020-09-15,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2376","Arizona",2020-09-16,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2377","Arizona",2020-09-17,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2378","Arizona",2020-09-18,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2379","Arizona",2020-09-19,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2380","Arizona",2020-09-20,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2381","Arizona",2020-09-21,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2382","Arizona",2020-09-22,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2383","Arizona",2020-09-23,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2384","Arizona",2020-09-24,39.81,39.81,56.67,56.67,48.7,48.7,46.73,46.73,62.5,62.5
"2385","Arizona",2020-09-25,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2386","Arizona",2020-09-26,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2387","Arizona",2020-09-27,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2388","Arizona",2020-09-28,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2389","Arizona",2020-09-29,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2390","Arizona",2020-09-30,36.11,36.11,49.52,49.52,46.61,46.61,44.35,44.35,62.5,62.5
"2391","Arizona",2020-10-01,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2392","Arizona",2020-10-02,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2393","Arizona",2020-10-03,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2394","Arizona",2020-10-04,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2395","Arizona",2020-10-05,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2396","Arizona",2020-10-06,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2397","Arizona",2020-10-07,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2398","Arizona",2020-10-08,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2399","Arizona",2020-10-09,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2400","Arizona",2020-10-10,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2401","Arizona",2020-10-11,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2402","Arizona",2020-10-12,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2403","Arizona",2020-10-13,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2404","Arizona",2020-10-14,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2405","Arizona",2020-10-15,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2406","Arizona",2020-10-16,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2407","Arizona",2020-10-17,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2408","Arizona",2020-10-18,30.56,30.56,40,40,43.49,43.49,40.77,40.77,62.5,62.5
"2409","Arizona",2020-10-19,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2410","Arizona",2020-10-20,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2411","Arizona",2020-10-21,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2412","Arizona",2020-10-22,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2413","Arizona",2020-10-23,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2414","Arizona",2020-10-24,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2415","Arizona",2020-10-25,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2416","Arizona",2020-10-26,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2417","Arizona",2020-10-27,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2418","Arizona",2020-10-28,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2419","Arizona",2020-10-29,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2420","Arizona",2020-10-30,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2421","Arizona",2020-10-31,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2422","Arizona",2020-11-01,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2423","Arizona",2020-11-02,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2424","Arizona",2020-11-03,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2425","Arizona",2020-11-04,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2426","Arizona",2020-11-05,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2427","Arizona",2020-11-06,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2428","Arizona",2020-11-07,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2429","Arizona",2020-11-08,38.89,38.89,44.76,44.76,43.49,43.49,46.13,46.13,NA,NA
"2430","Arizona",2020-11-09,36.11,36.11,40,40,46.61,46.61,44.35,44.35,62.5,62.5
"2431","Arizona",2020-11-10,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2432","Arizona",2020-11-11,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2433","Arizona",2020-11-12,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2434","Arizona",2020-11-13,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2435","Arizona",2020-11-14,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2436","Arizona",2020-11-15,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2437","Arizona",2020-11-16,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2438","Arizona",2020-11-17,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2439","Arizona",2020-11-18,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2440","Arizona",2020-11-19,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2441","Arizona",2020-11-20,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2442","Arizona",2020-11-21,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2443","Arizona",2020-11-22,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2444","Arizona",2020-11-23,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2445","Arizona",2020-11-24,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2446","Arizona",2020-11-25,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2447","Arizona",2020-11-26,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2448","Arizona",2020-11-27,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2449","Arizona",2020-11-28,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2450","Arizona",2020-11-29,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2451","Arizona",2020-11-30,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2452","Arizona",2020-12-01,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2453","Arizona",2020-12-02,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2454","Arizona",2020-12-03,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2455","Arizona",2020-12-04,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2456","Arizona",2020-12-05,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2457","Arizona",2020-12-06,36.11,36.11,40,40,48.7,48.7,46.73,46.73,62.5,62.5
"2458","Arizona",2020-12-07,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2459","Arizona",2020-12-08,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2460","Arizona",2020-12-09,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2461","Arizona",2020-12-10,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2462","Arizona",2020-12-11,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2463","Arizona",2020-12-12,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2464","Arizona",2020-12-13,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2465","Arizona",2020-12-14,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2466","Arizona",2020-12-15,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2467","Arizona",2020-12-16,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2468","Arizona",2020-12-17,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2469","Arizona",2020-12-18,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2470","Arizona",2020-12-19,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2471","Arizona",2020-12-20,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2472","Arizona",2020-12-21,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2473","Arizona",2020-12-22,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2474","Arizona",2020-12-23,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2475","Arizona",2020-12-24,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2476","Arizona",2020-12-25,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2477","Arizona",2020-12-26,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2478","Arizona",2020-12-27,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2479","Arizona",2020-12-28,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2480","Arizona",2020-12-29,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2481","Arizona",2020-12-30,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2482","Arizona",2020-12-31,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2483","Arizona",2021-01-01,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2484","Arizona",2021-01-02,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2485","Arizona",2021-01-03,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2486","Arizona",2021-01-04,39.81,39.81,42.86,42.86,50.78,50.78,49.11,49.11,62.5,62.5
"2487","Arizona",2021-01-05,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2488","Arizona",2021-01-06,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2489","Arizona",2021-01-07,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2490","Arizona",2021-01-08,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2491","Arizona",2021-01-09,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2492","Arizona",2021-01-10,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2493","Arizona",2021-01-11,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2494","Arizona",2021-01-12,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2495","Arizona",2021-01-13,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2496","Arizona",2021-01-14,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2497","Arizona",2021-01-15,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2498","Arizona",2021-01-16,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2499","Arizona",2021-01-17,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2500","Arizona",2021-01-18,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2501","Arizona",2021-01-19,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2502","Arizona",2021-01-20,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2503","Arizona",2021-01-21,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2504","Arizona",2021-01-22,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2505","Arizona",2021-01-23,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2506","Arizona",2021-01-24,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2507","Arizona",2021-01-25,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2508","Arizona",2021-01-26,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2509","Arizona",2021-01-27,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2510","Arizona",2021-01-28,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2511","Arizona",2021-01-29,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2512","Arizona",2021-01-30,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2513","Arizona",2021-01-31,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2514","Arizona",2021-02-01,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2515","Arizona",2021-02-02,43.52,43.52,46.43,46.43,52.24,52.24,54.35,54.35,37.5,37.5
"2516","Arizona",2021-02-03,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2517","Arizona",2021-02-04,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2518","Arizona",2021-02-05,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2519","Arizona",2021-02-06,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2520","Arizona",2021-02-07,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2521","Arizona",2021-02-08,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2522","Arizona",2021-02-09,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2523","Arizona",2021-02-10,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2524","Arizona",2021-02-11,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2525","Arizona",2021-02-12,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2526","Arizona",2021-02-13,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2527","Arizona",2021-02-14,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2528","Arizona",2021-02-15,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2529","Arizona",2021-02-16,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2530","Arizona",2021-02-17,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2531","Arizona",2021-02-18,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2532","Arizona",2021-02-19,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2533","Arizona",2021-02-20,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2534","Arizona",2021-02-21,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2535","Arizona",2021-02-22,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2536","Arizona",2021-02-23,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2537","Arizona",2021-02-24,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2538","Arizona",2021-02-25,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2539","Arizona",2021-02-26,43.52,43.52,46.43,46.43,50.36,50.36,55.77,55.77,12.5,12.5
"2540","Arizona",2021-02-27,43.52,43.52,46.43,46.43,50.36,50.36,55.77,55.77,12.5,12.5
"2541","Arizona",2021-02-28,43.52,43.52,46.43,46.43,50.36,50.36,55.77,55.77,12.5,12.5
"2542","Arizona",2021-03-01,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2543","Arizona",2021-03-02,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2544","Arizona",2021-03-03,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2545","Arizona",2021-03-04,43.52,43.52,46.43,46.43,49.11,49.11,54.35,54.35,12.5,12.5
"2546","Arizona",2021-03-05,39.81,39.81,42.86,42.86,47.03,47.03,51.96,51.96,12.5,12.5
"2547","Arizona",2021-03-06,39.81,39.81,42.86,42.86,47.03,47.03,51.96,51.96,12.5,12.5
"2548","Arizona",2021-03-07,39.81,39.81,42.86,42.86,47.03,47.03,51.96,51.96,12.5,12.5
"2549","Arizona",2021-03-08,39.81,39.81,42.86,42.86,47.03,47.03,51.96,51.96,12.5,12.5
"2550","Arizona",2021-03-09,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2551","Arizona",2021-03-10,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2552","Arizona",2021-03-11,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2553","Arizona",2021-03-12,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2554","Arizona",2021-03-13,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2555","Arizona",2021-03-14,34.26,34.26,40,40,43.91,43.91,48.39,48.39,12.5,12.5
"2556","Arizona",2021-03-15,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2557","Arizona",2021-03-16,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2558","Arizona",2021-03-17,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2559","Arizona",2021-03-18,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2560","Arizona",2021-03-19,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2561","Arizona",2021-03-20,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2562","Arizona",2021-03-21,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2563","Arizona",2021-03-22,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2564","Arizona",2021-03-23,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
"2565","Arizona",2021-03-24,32.41,32.41,40,40,42.86,42.86,47.2,47.2,12.5,12.5
